"Team","Year","Lg","Rec","WinPct","PDpG","OffPass","OffRun","DefPass","DefRun","TotOff","TotDef","ST","Total","Link"
"MIN","1976","NFL","11-2-1",0.821,9.2,36.9,2,-13.2,3.3,18.3,-3.8,0.2,22.3,"http://www.pro-football-reference.com/teams/min/1976.htm"
"MIN","1977","NFL","9-5-0",0.643,0.3,12.2,-6.4,-7.3,5.3,2,0.5,-8.5,-6.9,"http://www.pro-football-reference.com/teams/min/1977.htm"
"MIN","1978","NFL","8-7-1",0.531,-0.8,5.8,-12.8,7.1,-0.1,-2.5,3.2,-7.7,-13.4,"http://www.pro-football-reference.com/teams/min/1978.htm"
"MIN","1979","NFL","7-9-0",0.438,-4.9,-3.8,-6.1,8,14.6,-4.8,11.7,-0.5,-17,"http://www.pro-football-reference.com/teams/min/1979.htm"
"MIN","1980","NFL","9-7-0",0.563,0.6,6.8,3.8,5,8.9,5.6,7,4.7,3.3,"http://www.pro-football-reference.com/teams/min/1980.htm"
"MIN","1981","NFL","7-9-0",0.438,-2.8,3.1,-2.9,19.6,-4,1.1,7.5,3.1,-3.4,"http://www.pro-football-reference.com/teams/min/1981.htm"
"MIN","1982","NFL","5-4-0",0.556,-1.2,15.8,0.6,1.3,-2.3,9.6,-0.3,1.2,11.2,"http://www.pro-football-reference.com/teams/min/1982.htm"
"MIN","1983","NFL","8-8-0",0.5,-2,-5.4,-2.2,-10.5,6.8,-4,-1.4,4.3,1.7,"http://www.pro-football-reference.com/teams/min/1983.htm"
"MIN","1984","NFL","3-13-0",0.188,-13,-27.4,1.5,37,10.5,-15.1,23.4,2.1,-36.4,"http://www.pro-football-reference.com/teams/min/1984.htm"
"MIN","1985","NFL","7-9-0",0.438,-0.8,-3.7,-3.3,10.5,2.9,-3.5,6.6,-0.6,-10.7,"http://www.pro-football-reference.com/teams/min/1985.htm"
"MIN","1986","NFL","9-7-0",0.563,7.8,25.7,0.5,0.7,-7,14.4,-3,1.4,18.8,"http://www.pro-football-reference.com/teams/min/1986.htm"
"MIN","1987","NFL","8-7-0",0.533,0.1,-19.5,12.6,-2.9,-1.3,-3.7,-2.2,-2.3,-3.8,"http://www.pro-football-reference.com/teams/min/1987.htm"
"MIN","1988","NFL","11-5-0",0.688,10.8,15.9,2.3,-38.4,-9.5,9.5,-25.2,0,34.7,"http://www.pro-football-reference.com/teams/min/1988.htm"
"MIN","1989","NFL","10-6-0",0.625,4.8,-2,-1.1,-26.3,-10.2,-1.6,-19,3.5,20.9,"http://www.pro-football-reference.com/teams/min/1989.htm"
"MIN","1990","NFL","6-10-0",0.375,1.6,-12.4,-1.7,-17.4,-4.3,-7.5,-10.6,-1.7,1.4,"http://www.pro-football-reference.com/teams/min/1990.htm"
"MIN","1991","NFL","8-8-0",0.5,-0.3,2.4,22.8,15.8,9,12.2,12.7,-0.3,-0.8,"http://www.pro-football-reference.com/teams/min/1991.htm"
"MIN","1992","NFL","11-5-0",0.688,7.8,0.8,3.2,-21.4,1.1,2,-11.5,-0.2,13.3,"http://www.pro-football-reference.com/teams/min/1992.htm"
"MIN","1993","NFL","9-7-0",0.563,-0.8,15.1,-6.5,-13.5,2.5,5.5,-6.4,-6.8,5.1,"http://www.pro-football-reference.com/teams/min/1993.htm"
"MIN","1994","NFL","10-6-0",0.625,2.6,2.4,-3.1,-3.4,-12.7,0.4,-6.7,-1.9,5.2,"http://www.pro-football-reference.com/teams/min/1994.htm"
"MIN","1995","NFL","8-8-0",0.5,1.7,7.3,-3.9,-16.5,-4.7,3,-12.4,-0.5,14.9,"http://www.pro-football-reference.com/teams/min/1995.htm"
"MIN","1996","NFL","9-7-0",0.563,-1.1,5.6,-13.3,-8.1,13.5,-2.3,1.3,-7.3,-10.9,"http://www.pro-football-reference.com/teams/min/1996.htm"
"MIN","1997","NFL","9-7-0",0.563,-0.3,12.9,8.5,21.1,7.7,11,15.4,-1.4,-5.8,"http://www.pro-football-reference.com/teams/min/1997.htm"
"MIN","1998","NFL","15-1-0",0.938,16.3,38.5,12,-1.9,8.2,26.7,2.2,-3.1,21.4,"http://www.pro-football-reference.com/teams/min/1998.htm"
"MIN","1999","NFL","10-6-0",0.625,4,14.6,10.6,17.8,-0.5,12.9,10.7,2.3,4.5,"http://www.pro-football-reference.com/teams/min/1999.htm"
"MIN","2000","NFL","11-5-0",0.688,1.6,24.1,13.5,35.2,18.8,19.4,28.8,0.8,-8.6,"http://www.pro-football-reference.com/teams/min/2000.htm"
"MIN","2001","NFL","5-11-0",0.313,-6.3,-7.7,7.3,26.6,24.5,-1.9,25.6,-3.5,-31,"http://www.pro-football-reference.com/teams/min/2001.htm"
"MIN","2002","NFL","6-10-0",0.375,-3.3,-7,21.2,27.2,6.7,5.3,18.8,-3.2,-16.7,"http://www.pro-football-reference.com/teams/min/2002.htm"
"MIN","2003","NFL","9-7-0",0.563,3.9,20.7,7.4,-2.4,11.7,14.5,3.3,-5.4,5.7,"http://www.pro-football-reference.com/teams/min/2003.htm"
"MIN","2004","NFL","8-8-0",0.5,0.6,33.7,10.5,23.8,12,24.6,18.8,-2.6,3.2,"http://www.pro-football-reference.com/teams/min/2004.htm"
"MIN","2005","NFL","9-7-0",0.563,-2.4,-2.4,-1.4,-0.1,3.3,-2,1.4,-0.8,-4.2,"http://www.pro-football-reference.com/teams/min/2005.htm"
"MIN","2006","NFL","6-10-0",0.375,-2.8,-18.4,-5.8,2.7,-20.6,-13,-5.6,-0.9,-8.3,"http://www.pro-football-reference.com/teams/min/2006.htm"
"MIN","2007","NFL","8-8-0",0.5,3.4,-12.6,25.5,10.9,-20.1,6.9,-0.2,1.5,8.6,"http://www.pro-football-reference.com/teams/min/2007.htm"
"MIN","2008","NFL","10-6-0",0.625,2.9,-22.1,-4.2,-13.9,-20.2,-13,-16.4,-7.6,-4.2,"http://www.pro-football-reference.com/teams/min/2008.htm"
"MIN","2009","NFL","12-4-0",0.75,9.9,36.5,4.3,9.9,-15.8,22.3,0.2,4.3,26.4,"http://www.pro-football-reference.com/teams/min/2009.htm"
"MIN","2010","NFL","6-10-0",0.375,-4.2,-21.9,8.5,4.8,-2.7,-8.2,1.6,1.2,-8.6,"http://www.pro-football-reference.com/teams/min/2010.htm"
"MIN","2011","NFL","3-13-0",0.188,-6.8,-27.3,15.6,16.4,-10.7,-8.2,4.8,-3.3,-16.3,"http://www.pro-football-reference.com/teams/min/2011.htm"
"MIN","2012","NFL","10-6-0",0.625,1.9,-3.3,16.4,9.5,-8,6.2,2.6,5.9,9.6,"http://www.pro-football-reference.com/teams/min/2012.htm"
"MIN","2013","NFL","5-10-1",0.344,-5.6,-16.9,16.6,18,-0.8,-2.9,10.7,1.6,-12,"http://www.pro-football-reference.com/teams/min/2013.htm"
"NOR","1967","NFL","3-11-0",0.214,-10.4,-21.1,-7.3,10.4,13.5,-15.8,12,2,-25.8,"http://www.pro-football-reference.com/teams/nor/1967.htm"
"NOR","1968","NFL","4-9-1",0.321,-5.8,-24,-10.5,-10.5,2.9,-17.7,-3.5,-5.7,-20,"http://www.pro-football-reference.com/teams/nor/1968.htm"
"NOR","1969","NFL","5-9-0",0.357,-5.9,14.3,6.1,36.7,6.4,10.6,21.2,-1.3,-11.9,"http://www.pro-football-reference.com/teams/nor/1969.htm"
"NOR","1970","NFL","2-11-1",0.179,-12.5,1.1,-15.4,22.6,6,-6.4,14.1,-5.5,-26,"http://www.pro-football-reference.com/teams/nor/1970.htm"
"NOR","1971","NFL","4-8-2",0.357,-5.8,-9.8,7.9,4.2,11.7,-0.8,8.5,-4.4,-13.7,"http://www.pro-football-reference.com/teams/nor/1971.htm"
"NOR","1972","NFL","2-11-1",0.179,-10.4,-14.7,-10.8,18.3,5,-13.1,11,-3.3,-27.4,"http://www.pro-football-reference.com/teams/nor/1972.htm"
"NOR","1973","NFL","5-9-0",0.357,-10.6,-18,-9.3,22.6,4,-13,11.3,0.7,-23.6,"http://www.pro-football-reference.com/teams/nor/1973.htm"
"NOR","1974","NFL","5-9-0",0.357,-6.9,-24.5,2.3,-2.5,-1.5,-10,-2,1.5,-6.5,"http://www.pro-football-reference.com/teams/nor/1974.htm"
"NOR","1975","NFL","2-12-0",0.143,-13.9,-47.8,-4.8,18.4,-3.3,-25.9,6,-1.7,-33.6,"http://www.pro-football-reference.com/teams/nor/1975.htm"
"NOR","1976","NFL","4-10-0",0.286,-6.6,-4.8,0.6,13.8,6.4,-2.2,9.5,6.5,-5.2,"http://www.pro-football-reference.com/teams/nor/1976.htm"
"NOR","1977","NFL","3-11-0",0.214,-7.4,-15.1,14.9,35.2,19,2,24.5,7.1,-15.4,"http://www.pro-football-reference.com/teams/nor/1977.htm"
"NOR","1978","NFL","7-9-0",0.438,-1.1,29.2,5.5,8.8,6,17.4,7.2,-2,8.1,"http://www.pro-football-reference.com/teams/nor/1978.htm"
"NOR","1979","NFL","8-8-0",0.5,0.6,19.3,21.3,0,20.1,20.4,9.9,-2.1,8.4,"http://www.pro-football-reference.com/teams/nor/1979.htm"
"NOR","1980","NFL","1-15-0",0.063,-12.3,7.8,-1.5,20.7,20.1,4.5,20.3,6.7,-9.2,"http://www.pro-football-reference.com/teams/nor/1980.htm"
"NOR","1981","NFL","4-12-0",0.25,-10.7,-29,1.9,19.3,2.3,-12.6,10.7,-3.4,-26.7,"http://www.pro-football-reference.com/teams/nor/1981.htm"
"NOR","1982","NFL","4-5-0",0.444,-3.4,-20.1,-0.3,-6.1,-0.8,-9.2,-3.5,3.5,-2.2,"http://www.pro-football-reference.com/teams/nor/1982.htm"
"NOR","1983","NFL","8-8-0",0.5,-1.1,-19.9,-3,-22.2,-2.8,-10.4,-13.3,-1.4,1.5,"http://www.pro-football-reference.com/teams/nor/1983.htm"
"NOR","1984","NFL","7-9-0",0.438,-3.9,-21.2,3.1,-10.1,3,-9,-3.1,1.2,-4.8,"http://www.pro-football-reference.com/teams/nor/1984.htm"
"NOR","1985","NFL","5-11-0",0.313,-6.7,-19.6,-10.2,18.3,5.7,-15.5,12.4,4.1,-23.9,"http://www.pro-football-reference.com/teams/nor/1985.htm"
"NOR","1986","NFL","7-9-0",0.438,0.1,-13.1,-0.3,-3.3,-12.3,-6.3,-7.2,0.4,1.3,"http://www.pro-football-reference.com/teams/nor/1986.htm"
"NOR","1987","NFL","12-3-0",0.8,9.3,19.2,3,-24.6,-4.3,10.1,-16.1,-4,22.2,"http://www.pro-football-reference.com/teams/nor/1987.htm"
"NOR","1988","NFL","10-6-0",0.625,1.8,16.1,-6.1,11.4,-3.7,5.1,4.6,3.4,3.9,"http://www.pro-football-reference.com/teams/nor/1988.htm"
"NOR","1989","NFL","9-7-0",0.563,5.3,7.3,-0.6,-4.6,-11.1,3.3,-7,-0.6,9.8,"http://www.pro-football-reference.com/teams/nor/1989.htm"
"NOR","1990","NFL","8-8-0",0.5,-0.1,-21.8,-1.2,9.4,-7.5,-11.5,2.4,-4.7,-18.7,"http://www.pro-football-reference.com/teams/nor/1990.htm"
"NOR","1991","NFL","11-5-0",0.688,8.1,5.9,-6.8,-37.5,-12.9,-0.2,-28.1,-1.4,26.6,"http://www.pro-football-reference.com/teams/nor/1991.htm"
"NOR","1992","NFL","12-4-0",0.75,8,20.9,-14.4,-31.4,-4.1,3,-20.5,1.1,24.6,"http://www.pro-football-reference.com/teams/nor/1992.htm"
"NOR","1993","NFL","8-8-0",0.5,-1.6,-12,4.2,-4.7,-6,-4.8,-5.4,-7.4,-6.8,"http://www.pro-football-reference.com/teams/nor/1993.htm"
"NOR","1994","NFL","7-9-0",0.438,-3.7,12.1,-3.9,6.4,3.5,5.9,5.1,-3,-2.2,"http://www.pro-football-reference.com/teams/nor/1994.htm"
"NOR","1995","NFL","7-9-0",0.438,-1.8,21.3,-4.3,6.9,2.6,11.4,5,-0.9,5.5,"http://www.pro-football-reference.com/teams/nor/1995.htm"
"NOR","1996","NFL","3-13-0",0.188,-6.9,-16.7,-12,5,0.8,-14.7,2.9,1.6,-15.9,"http://www.pro-football-reference.com/teams/nor/1996.htm"
"NOR","1997","NFL","6-10-0",0.375,-5.6,-55.6,-13.5,-9.2,-8.1,-36.6,-8.7,2,-25.9,"http://www.pro-football-reference.com/teams/nor/1997.htm"
"NOR","1998","NFL","6-10-0",0.375,-3.4,-18.8,-14.6,5.5,-8.2,-17.2,-0.6,0.5,-16.1,"http://www.pro-football-reference.com/teams/nor/1998.htm"
"NOR","1999","NFL","3-13-0",0.188,-10.9,-29.6,-5.2,2.8,6.6,-18.9,4.5,2.1,-21.4,"http://www.pro-football-reference.com/teams/nor/1999.htm"
"NOR","2000","NFL","10-6-0",0.625,3.1,-1.8,-5.5,-17.3,6,-3.6,-7.6,2.3,6.4,"http://www.pro-football-reference.com/teams/nor/2000.htm"
"NOR","2001","NFL","7-9-0",0.438,-4.8,-13.7,-10.5,6.2,-5.7,-12.4,0.6,6,-7,"http://www.pro-football-reference.com/teams/nor/2001.htm"
"NOR","2002","NFL","9-7-0",0.563,2.8,5.5,0.3,5.1,10.3,3.3,7.2,6.5,2.5,"http://www.pro-football-reference.com/teams/nor/2002.htm"
"NOR","2003","NFL","8-8-0",0.5,0.9,11.8,1.5,3.3,5.7,7.3,4.4,-2.5,0.4,"http://www.pro-football-reference.com/teams/nor/2003.htm"
"NOR","2004","NFL","8-8-0",0.5,-3.6,-3.1,-5.4,15.5,7,-4,11.6,2.4,-13.2,"http://www.pro-football-reference.com/teams/nor/2004.htm"
"NOR","2005","NFL","3-13-0",0.188,-10.2,-9.6,-3.4,21.7,6,-7,13.3,-1.7,-22,"http://www.pro-football-reference.com/teams/nor/2005.htm"
"NOR","2006","NFL","10-6-0",0.625,5.7,32,-0.6,1.4,8.1,17.7,4.5,1.5,14.8,"http://www.pro-football-reference.com/teams/nor/2006.htm"
"NOR","2007","NFL","7-9-0",0.438,-0.6,19.8,3,21.5,-5.4,13.6,10.1,-5.6,-2.2,"http://www.pro-football-reference.com/teams/nor/2007.htm"
"NOR","2008","NFL","8-8-0",0.5,4.4,27.6,3.5,2.9,0.5,18.4,1.8,-0.7,16,"http://www.pro-football-reference.com/teams/nor/2008.htm"
"NOR","2009","NFL","13-3-0",0.813,10.6,39.5,9.7,-1.4,13.2,26,4.6,-5.1,16.2,"http://www.pro-football-reference.com/teams/nor/2009.htm"
"NOR","2010","NFL","11-5-0",0.688,4.8,11.1,0.2,5,1.1,7.2,3.3,-1.7,2.2,"http://www.pro-football-reference.com/teams/nor/2010.htm"
"NOR","2011","NFL","13-3-0",0.813,13,44.2,19.2,10.6,11.9,34.6,11.1,-0.1,23.4,"http://www.pro-football-reference.com/teams/nor/2011.htm"
"NOR","2012","NFL","7-9-0",0.438,0.4,18.5,-3.2,14.4,17.3,11,15.6,-3,-7.6,"http://www.pro-football-reference.com/teams/nor/2012.htm"
"NOR","2013","NFL","11-5-0",0.688,6.9,36.2,-1.1,-3.6,6.5,22.7,0.6,-3.4,18.7,"http://www.pro-football-reference.com/teams/nor/2013.htm"
"NWE","1960","AFL","5-9-0",0.357,-4.5,-8.4,-3.9,5.3,-10.6,-6.5,-2.6,-10.7,-14.6,"http://www.pro-football-reference.com/teams/nwe/1960.htm"
"NWE","1961","AFL","9-4-1",0.679,7.1,8,5.1,13.8,-16.3,6.6,1.8,-0.2,4.6,"http://www.pro-football-reference.com/teams/nwe/1961.htm"
"NWE","1962","AFL","9-4-1",0.679,3.6,27.7,-1.8,17.9,-11.6,12.5,4.7,-3.4,4.4,"http://www.pro-football-reference.com/teams/nwe/1962.htm"
"NWE","1963","AFL","7-6-1",0.536,5,-14.4,-2.8,-16.5,-8.8,-8.7,-13.7,-4.4,0.6,"http://www.pro-football-reference.com/teams/nwe/1963.htm"
"NWE","1964","AFL","10-3-1",0.75,4.9,7.8,-12.8,-1.2,-17.3,-1,-7.3,-3.5,2.9,"http://www.pro-football-reference.com/teams/nwe/1964.htm"
"NWE","1965","AFL","4-8-2",0.357,-4.1,-12.9,-20.6,8.6,-3,-16.1,3.1,-2.6,-21.8,"http://www.pro-football-reference.com/teams/nwe/1965.htm"
"NWE","1966","AFL","8-4-2",0.643,2.3,7.6,2.4,11.6,-18.8,4.9,-0.9,-5.1,0.6,"http://www.pro-football-reference.com/teams/nwe/1966.htm"
"NWE","1967","AFL","3-10-1",0.25,-7.8,-21.3,-3.6,20.6,-16.8,-13.4,2.7,-0.3,-16.3,"http://www.pro-football-reference.com/teams/nwe/1967.htm"
"NWE","1968","AFL","4-10-0",0.286,-12.6,-49.7,-19,0.6,-3.3,-34.8,-1.4,-7.3,-40.7,"http://www.pro-football-reference.com/teams/nwe/1968.htm"
"NWE","1969","AFL","4-10-0",0.286,-3.6,-8.2,1.7,18.6,12.6,-3.2,15.1,0.3,-18,"http://www.pro-football-reference.com/teams/nwe/1969.htm"
"NWE","1970","NFL","2-12-0",0.143,-15.1,-42.1,-4.5,17.1,9.3,-25.7,12.5,-5.1,-43.4,"http://www.pro-football-reference.com/teams/nwe/1970.htm"
"NWE","1971","NFL","6-8-0",0.429,-6.2,-6.6,-6.4,11.1,-6.1,-6.5,1.4,-1.7,-9.6,"http://www.pro-football-reference.com/teams/nwe/1971.htm"
"NWE","1972","NFL","3-11-0",0.214,-18.1,-19.8,-1.3,37.6,17.4,-11.3,25.2,-4.1,-40.6,"http://www.pro-football-reference.com/teams/nwe/1972.htm"
"NWE","1973","NFL","5-9-0",0.357,-3,-5.5,-12.2,6,16.4,-9,13,-6.3,-28.3,"http://www.pro-football-reference.com/teams/nwe/1973.htm"
"NWE","1974","NFL","7-7-0",0.5,4.2,8.1,8.8,4.1,-7,8.5,-1.8,-6.4,3.9,"http://www.pro-football-reference.com/teams/nwe/1974.htm"
"NWE","1975","NFL","3-11-0",0.214,-7.1,-16.8,-11.4,1.7,-7.9,-14,-3.9,-8.5,-18.6,"http://www.pro-football-reference.com/teams/nwe/1975.htm"
"NWE","1976","NFL","11-3-0",0.786,10,-18,20.5,-14.4,-6.5,6.7,-10.6,-2.2,15.1,"http://www.pro-football-reference.com/teams/nwe/1976.htm"
"NWE","1977","NFL","9-5-0",0.643,4.4,15.9,-3.2,-6.7,-7.4,3.4,-7.1,-4.8,5.6,"http://www.pro-football-reference.com/teams/nwe/1977.htm"
"NWE","1978","NFL","11-5-0",0.688,4.5,7,18.3,6.8,-8,14,-1,-4.5,10.5,"http://www.pro-football-reference.com/teams/nwe/1978.htm"
"NWE","1979","NFL","9-7-0",0.563,5.3,0.4,-0.9,-15.9,2.3,-0.3,-7.1,3.7,10.4,"http://www.pro-football-reference.com/teams/nwe/1979.htm"
"NWE","1980","NFL","10-6-0",0.625,7.3,11.7,2.4,-9.1,-2.5,6.4,-5.9,-0.6,11.6,"http://www.pro-football-reference.com/teams/nwe/1980.htm"
"NWE","1981","NFL","2-14-0",0.125,-3,-11.2,6,12,7.8,-2.9,9.6,0.9,-11.5,"http://www.pro-football-reference.com/teams/nwe/1981.htm"
"NWE","1982","NFL","5-4-0",0.556,-1.6,6.6,-3.1,7,8.8,0.7,7.9,-1,-8.3,"http://www.pro-football-reference.com/teams/nwe/1982.htm"
"NWE","1983","NFL","8-8-0",0.5,-0.9,-12,5.5,7.8,-3.6,-2.5,2.1,-4.3,-9,"http://www.pro-football-reference.com/teams/nwe/1983.htm"
"NWE","1984","NFL","9-7-0",0.563,0.6,5.4,0.6,3.4,-5.2,3.2,-0.6,-3.5,0.3,"http://www.pro-football-reference.com/teams/nwe/1984.htm"
"NWE","1985","NFL","11-5-0",0.688,4.5,-0.6,-2.2,-14,-13,-1.4,-13.5,2.3,14.3,"http://www.pro-football-reference.com/teams/nwe/1985.htm"
"NWE","1986","NFL","11-5-0",0.688,6.6,15.5,-21.9,-13.5,5.4,-0.9,-4.1,8.6,11.9,"http://www.pro-football-reference.com/teams/nwe/1986.htm"
"NWE","1987","NFL","8-7-0",0.533,1.8,0.1,-15.5,-12,-6.5,-8,-9.5,6.6,8.1,"http://www.pro-football-reference.com/teams/nwe/1987.htm"
"NWE","1988","NFL","9-7-0",0.563,-2.1,-31.1,-6.5,-16.3,3.1,-16.6,-6.3,3.7,-6.6,"http://www.pro-football-reference.com/teams/nwe/1988.htm"
"NWE","1989","NFL","5-11-0",0.313,-5.9,-15,-6.4,24.7,5.5,-11.3,14.9,3.5,-22.8,"http://www.pro-football-reference.com/teams/nwe/1989.htm"
"NWE","1990","NFL","1-15-0",0.063,-16.6,-25.1,-20.9,11.8,17,-23.4,14.8,3.4,-34.9,"http://www.pro-football-reference.com/teams/nwe/1990.htm"
"NWE","1991","NFL","6-10-0",0.375,-5.9,-26.8,-18.2,18.8,-14.1,-23,4.4,-5.4,-32.8,"http://www.pro-football-reference.com/teams/nwe/1991.htm"
"NWE","1992","NFL","2-14-0",0.125,-9.9,-42.7,-21.3,13.8,-0.5,-33,6.4,0.9,-38.5,"http://www.pro-football-reference.com/teams/nwe/1992.htm"
"NWE","1993","NFL","5-11-0",0.313,-3,-16.3,-5.5,5.6,-0.7,-11.4,2.4,8,-5.8,"http://www.pro-football-reference.com/teams/nwe/1993.htm"
"NWE","1994","NFL","10-6-0",0.625,2.4,1.3,-17.7,-13.1,0.7,-6.3,-7.3,-4.1,-3.1,"http://www.pro-football-reference.com/teams/nwe/1994.htm"
"NWE","1995","NFL","6-10-0",0.375,-5.2,-6.2,4.9,10.9,6.6,-1.8,9,-0.3,-11.1,"http://www.pro-football-reference.com/teams/nwe/1995.htm"
"NWE","1996","NFL","11-5-0",0.688,6.6,6.5,0.7,-3.5,3.3,4.2,-0.7,-3.4,1.5,"http://www.pro-football-reference.com/teams/nwe/1996.htm"
"NWE","1997","NFL","10-6-0",0.625,5,13.5,-12,-8.2,5.3,2.9,-2.8,0.5,6.2,"http://www.pro-football-reference.com/teams/nwe/1997.htm"
"NWE","1998","NFL","9-7-0",0.563,0.5,8.8,-9.4,-3.6,-11.9,1.4,-7.1,3.1,11.6,"http://www.pro-football-reference.com/teams/nwe/1998.htm"
"NWE","1999","NFL","8-8-0",0.5,0.9,-1.7,-14.4,-4.8,-4.4,-7,-4.6,-2.6,-5,"http://www.pro-football-reference.com/teams/nwe/1999.htm"
"NWE","2000","NFL","5-11-0",0.313,-3.9,-3.2,-16.8,17.3,-7,-8.7,6,-7.3,-22.1,"http://www.pro-football-reference.com/teams/nwe/2000.htm"
"NWE","2001","NFL","11-5-0",0.688,6.2,-0.3,-6.8,-4.9,3.4,-3.4,-1.4,1.9,-0.1,"http://www.pro-football-reference.com/teams/nwe/2001.htm"
"NWE","2002","NFL","9-7-0",0.563,2.2,-0.4,-7,-15.2,8,-2.9,-4.7,13.5,15.3,"http://www.pro-football-reference.com/teams/nwe/2002.htm"
"NWE","2003","NFL","14-2-0",0.875,6.9,8.5,-12.9,-27.5,-5.1,-1.2,-19.1,-0.1,17.8,"http://www.pro-football-reference.com/teams/nwe/2003.htm"
"NWE","2004","NFL","14-2-0",0.875,11.1,31.9,1.6,-8.1,-7.2,16.6,-7.7,1,25.3,"http://www.pro-football-reference.com/teams/nwe/2004.htm"
"NWE","2005","NFL","10-6-0",0.625,2.6,29,-2.3,21.2,-3.3,15.7,10.5,-1.6,3.6,"http://www.pro-football-reference.com/teams/nwe/2005.htm"
"NWE","2006","NFL","12-4-0",0.75,9.3,12.3,3.1,-12.8,-6.2,7.9,-10.1,1.2,19.2,"http://www.pro-football-reference.com/teams/nwe/2006.htm"
"NWE","2007","NFL","16-0-0",1,19.7,53.5,14.4,-15,3.9,36.8,-7.7,1.8,46.3,"http://www.pro-football-reference.com/teams/nwe/2007.htm"
"NWE","2008","NFL","11-5-0",0.688,6.3,2.8,13.1,6.3,-6.9,7.6,0.3,1.7,9,"http://www.pro-football-reference.com/teams/nwe/2008.htm"
"NWE","2009","NFL","10-6-0",0.625,8.9,41.9,6.2,4.5,-9.4,26.4,-1.3,-0.8,27,"http://www.pro-football-reference.com/teams/nwe/2009.htm"
"NWE","2010","NFL","14-2-0",0.875,12.8,47.9,20.9,2.6,8.4,35.5,4.8,4.6,35.2,"http://www.pro-football-reference.com/teams/nwe/2010.htm"
"NWE","2011","NFL","13-3-0",0.813,10.7,43.8,6.9,15.1,9.6,28.9,13,1.8,17.7,"http://www.pro-football-reference.com/teams/nwe/2011.htm"
"NWE","2012","NFL","12-4-0",0.75,14.1,38.6,16.5,1.5,-7.9,28.9,-2.2,3.7,34.9,"http://www.pro-football-reference.com/teams/nwe/2012.htm"
"NWE","2013","NFL","12-4-0",0.75,6.6,15.1,10.1,3.1,8.4,13,5.4,4.6,12.3,"http://www.pro-football-reference.com/teams/nwe/2013.htm"
"NYG","1950","NFL","10-2-0",0.833,9.8,-8,1.4,-19.2,-22.8,-1.6,-24.3,0.7,23.4,"http://www.pro-football-reference.com/teams/nyg/1950.htm"
"NYG","1951","NFL","9-2-1",0.792,7.8,-36.6,-22.3,-12.3,-30.2,-32,-24.2,12.2,4.4,"http://www.pro-football-reference.com/teams/nyg/1951.htm"
"NYG","1952","NFL","7-5-0",0.583,0.3,-22.1,-6.8,10.4,-12.2,-13.2,-1.3,4.8,-7.1,"http://www.pro-football-reference.com/teams/nyg/1952.htm"
"NYG","1953","NFL","3-9-0",0.25,-8.2,-22.6,-23.5,-0.4,-10.2,-23.1,-5.3,-2.7,-20.6,"http://www.pro-football-reference.com/teams/nyg/1953.htm"
"NYG","1954","NFL","7-5-0",0.583,9.1,7.6,-1,-13.4,-10.6,3.1,-12,-0.2,14.9,"http://www.pro-football-reference.com/teams/nyg/1954.htm"
"NYG","1955","NFL","6-5-1",0.542,3.7,16.2,7.9,12.4,-6.3,11.4,2.8,4.5,13.2,"http://www.pro-football-reference.com/teams/nyg/1955.htm"
"NYG","1956","NFL","8-3-1",0.708,5.6,16.3,7.2,-1.4,-6.3,10.5,-4.2,-3.4,11.3,"http://www.pro-football-reference.com/teams/nyg/1956.htm"
"NYG","1957","NFL","7-5-0",0.583,3.6,35.5,-4.8,-16.5,2.9,10.7,-4.1,-0.9,13.9,"http://www.pro-football-reference.com/teams/nyg/1957.htm"
"NYG","1958","NFL","9-3-0",0.75,5.3,-9.1,-8.4,-20,-13.9,-8.7,-16.7,-1.1,6.9,"http://www.pro-football-reference.com/teams/nyg/1958.htm"
"NYG","1959","NFL","10-2-0",0.833,9.5,28.1,-15.2,-26.3,-22.4,3,-24.2,-8.1,19.1,"http://www.pro-football-reference.com/teams/nyg/1959.htm"
"NYG","1960","NFL","6-4-2",0.583,0.8,0.2,-18.6,-14,-13,-10.1,-13.5,0.1,3.5,"http://www.pro-football-reference.com/teams/nyg/1960.htm"
"NYG","1961","NFL","10-3-1",0.75,10.6,1.6,-5.6,-35.6,-4.2,-2,-20.3,-4.3,13.9,"http://www.pro-football-reference.com/teams/nyg/1961.htm"
"NYG","1962","NFL","12-2-0",0.857,8.2,20.6,-4.7,-16,2.4,7.9,-7.6,1.9,17.4,"http://www.pro-football-reference.com/teams/nyg/1962.htm"
"NYG","1963","NFL","11-3-0",0.786,12,14.8,-8.5,-40.2,-6.5,3.3,-23.7,-0.8,26.2,"http://www.pro-football-reference.com/teams/nyg/1963.htm"
"NYG","1964","NFL","2-10-2",0.214,-11.3,-12.3,-21,10.9,-3.7,-16.5,3.1,-1.1,-20.6,"http://www.pro-football-reference.com/teams/nyg/1964.htm"
"NYG","1965","NFL","7-7-0",0.5,-4.9,7.3,-4.9,25.4,10.2,0.8,17.7,-6.9,-23.7,"http://www.pro-football-reference.com/teams/nyg/1965.htm"
"NYG","1966","NFL","1-12-1",0.107,-17,-20.4,-4.9,40.9,13.2,-13.6,25.5,-2.4,-41.5,"http://www.pro-football-reference.com/teams/nyg/1966.htm"
